Gene::5970	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0032570
Gene::7976	Hetionet::GpPW::Gene:Pathway	Pathway::WP2064_r79263
Gene::10771	Hetionet::GpMF::Gene:Molecular Function	Molecular Function::GO:0003712
Gene::94234	INTACT::ASSOCIATION::Gene:Gene	Gene::10291
Compound::DB09038	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB09133
Anatomy::UBERON:0000033	Hetionet::AeG::Anatomy:Gene	Gene::57205
Compound::DB00636	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB08794
Compound::DB00661	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB01139
Gene::8894	Hetionet::Gr>G::Gene:Gene	Gene::2673
Compound::DB00636	bioarx::DrugHumGen:Compound:Gene	Gene::1543
Compound::DB00808	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB14035
Gene::3356	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0098662
Gene::5970	STRING::ACTIVATION::Gene:Gene	Gene::6352
Compound::DB01202	Hetionet::CcSE::Compound:Side Effect	Side Effect::C0027424
Gene::3725	INTACT::ASSOCIATION::Gene:Gene	Gene::51182
Anatomy::UBERON:0002081	Hetionet::AeG::Anatomy:Gene	Gene::55113
Gene::79954	STRING::OTHER::Gene:Gene	Gene::64318
Compound::DB00078	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB13143
Gene::25798	Hetionet::GcG::Gene:Gene	Gene::126299
Compound::DB13536	DRUGBANK::x-atc::Compound:Atc	Atc::P01
Gene::2335	STRING::OTHER::Gene:Gene	Gene::1015
Compound::DB01073	GNBR::T::Compound:Disease	Disease::MESH:D007239
Anatomy::UBERON:0002369	Hetionet::AuG::Anatomy:Gene	Gene::8844
Anatomy::UBERON:0002048	Hetionet::AeG::Anatomy:Gene	Gene::51715
Gene::10735	STRING::BINDING::Gene:Gene	Gene::50511
Compound::DB01489	Hetionet::CrC::Compound:Compound	Compound::DB01545
Anatomy::UBERON:0001911	Hetionet::AeG::Anatomy:Gene	Gene::10940
Gene::1462	STRING::REACTION::Gene:Gene	Gene::1435
Anatomy::UBERON:0000474	Hetionet::AeG::Anatomy:Gene	Gene::80144
Gene::7328	STRING::BINDING::Gene:Gene	Gene::22954
Gene::598	GNBR::L::Gene:Disease	Disease::MESH:D009447
Gene::132320	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0044802
Compound::DB01274	Hetionet::CcSE::Compound:Side Effect	Side Effect::C0003850
Compound::DB01419	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB11107
Anatomy::UBERON:0002081	Hetionet::AdG::Anatomy:Gene	Gene::81890
Compound::DB00273	Hetionet::CcSE::Compound:Side Effect	Side Effect::C0043094
Gene::9636	STRING::CATALYSIS::Gene:Gene	Gene::5595
Compound::DB00759	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB01065
Compound::DB01064	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB12779
Gene::10907	STRING::BINDING::Gene:Gene	Gene::85437
Gene::1993	STRING::CATALYSIS::Gene:Gene	Gene::6632
Compound::DB00421	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB00945
Gene::93661	STRING::REACTION::Gene:Gene	Gene::83548
Gene::3133	STRING::REACTION::Gene:Gene	Gene::3665
Compound::DB00814	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB00962
Compound::DB00811	Hetionet::CcSE::Compound:Side Effect	Side Effect::C0034150
Compound::DB00605	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB01291
Gene::29078	Hetionet::Gr>G::Gene:Gene	Gene::8140
Compound::DB00759	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB06237
Gene::55773	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	Gene::80256
Compound::DB00195	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB00209
Gene::8621	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	Gene::11140
Anatomy::UBERON:0001225	Hetionet::AeG::Anatomy:Gene	Gene::8879
Gene::112817	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:1901605
Gene::5590	INTACT::ASSOCIATION::Gene:Gene	Gene::2631
Compound::DB12025	GNBR::T::Compound:Disease	Disease::MESH:D001327
Gene::10850	STRING::CATALYSIS::Gene:Gene	Gene::2787
Compound::DB11130	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB13667
Compound::DB00009	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB00230
Gene::13166	GNBR::J::Gene:Disease	Disease::MESH:D009765
Gene::3589	GNBR::Te::Gene:Disease	Disease::MESH:D000741
Anatomy::UBERON:0001831	Hetionet::AeG::Anatomy:Gene	Gene::80199
Gene::1294	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0001704
Gene::2639	bioarx::HumGenHumGen:Gene:Gene	Gene::84790
Compound::DB01107	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB04885
Compound::DB06754	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB08816
Gene::5609	Hetionet::GiG::Gene:Gene	Gene::9404
Compound::DB01329	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB06209
Gene::7494	Hetionet::Gr>G::Gene:Gene	Gene::2987
Anatomy::UBERON:0002369	Hetionet::AdG::Anatomy:Gene	Gene::6310
Compound::DB12989	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB13396
Gene::56888	Hetionet::GcG::Gene:Gene	Gene::55643
Anatomy::UBERON:0000955	Hetionet::AuG::Anatomy:Gene	Gene::26127
Compound::DB00188	Hetionet::CcSE::Compound:Side Effect	Side Effect::C0085680
Anatomy::UBERON:0001016	Hetionet::AeG::Anatomy:Gene	Gene::29979
Gene::4585	Hetionet::GiG::Gene:Gene	Gene::6464
Gene::7267	Hetionet::Gr>G::Gene:Gene	Gene::128
Compound::DB01005	Hetionet::CcSE::Compound:Side Effect	Side Effect::C0013144
Compound::DB00648	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB08860
Gene::1017	STRING::PTMOD::Gene:Gene	Gene::64682
Gene::23189	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:1903651
Compound::DB00705	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB01590
Compound::DB00331	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB09401
Gene::8907	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0044403
Compound::DB01509	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB09242
Gene::4779	Hetionet::Gr>G::Gene:Gene	Gene::63874
Anatomy::UBERON:0002369	Hetionet::AeG::Anatomy:Gene	Gene::26515
Gene::11165	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	Gene::79754
Compound::DB01217	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB13598
Anatomy::UBERON:0002371	Hetionet::AuG::Anatomy:Gene	Gene::1445
Anatomy::UBERON:0001008	Hetionet::AeG::Anatomy:Gene	Gene::793
Gene::10803	STRING::CATALYSIS::Gene:Gene	Gene::1237
Compound::DB01193	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB04957
Gene::64921	Hetionet::Gr>G::Gene:Gene	Gene::5050
Compound::DB00246	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB00374
Compound::DB08912	Hetionet::CuG::Compound:Gene	Gene::25932
Gene::26173	STRING::BINDING::Gene:Gene	Gene::5432
Gene::2793	STRING::REACTION::Gene:Gene	Gene::7200
Compound::DB01004	GNBR::T::Compound:Disease	Disease::MESH:D005910
Gene::8729	GNBR::Rg::Gene:Gene	Gene::81876
Gene::4860	Hetionet::GiG::Gene:Gene	Gene::64216
Compound::DB09118	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB12725
Gene::80326	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:2000027
Compound::DB00224	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB14240
Gene::23304	STRING::BINDING::Gene:Gene	Gene::9040
Gene::7157	STRING::BINDING::Gene:Gene	Gene::387082
Gene::51412	Hetionet::GcG::Gene:Gene	Gene::80731
Compound::DB00833	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB01023
Gene::79897	STRING::OTHER::Gene:Gene	Gene::51096
Gene::205860	INTACT::ASSOCIATION::Gene:Gene	Gene::10963
Gene::6403	GNBR::J::Gene:Disease	Disease::MESH:D001988
Compound::DB00171	GNBR::E+::Compound:Gene	Gene::960
Compound::DB00701	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB04920
Compound::CHEBI:17761	GNBR::K::Compound:Gene	Gene::10715
Compound::DB00755	Hetionet::CcSE::Compound:Side Effect	Side Effect::C0234894
Gene::84947	GNBR::U::Gene:Disease	Disease::MESH:D013577
Gene::51734	STRING::OTHER::Gene:Gene	Gene::57190
Compound::DB02333	DRUGBANK::target::Compound:Gene	Gene::drugbank:BE0001318
